codigo_tweet,resposta,classe
1221598698309734400,"@g1 Que alegria ver os brasileiros criando coisas ecológicas, embalagem biodegradável a base da laranja e agora isso !!!",c
1221598698309734400,@g1 Só faltou os nomes né?,o
1221598698309734400,"@g1 nordeste, o norte tem que seguir seus passos, essa eh a única salvação do Brasil",c
1221598698309734400,@g1 balbúrdia,d
1221598698309734400,"@g1 Nordeste, para de pisar, eu imploro",c
1221591851767074818,@g1 E cedo demais pra iniciar a incineração de cidades na China?! 🤔,o
1221591851767074818,@g1 Todo ano.morre centenas no Brasil de gripe comum,o
1221591851767074818,@g1 nossa geração estão vivenciando os últimos tempos...,o
1221591851767074818,@g1 Sabe de nada Inocente! Multiplica 80 por 4,o
1221591851767074818,@g1 https://t.co/yXNaH2ELOz,e
1221591851767074818,@g1 @jessica24_04,e
1221591851767074818,@g1 Acredito que o número está subestimado,d
1221591851767074818,@g1 1+80=180 mil falto isso sera,o
1221591851767074818,@g1 Que porra agora minhas encomendas vão demorar uma vida até chegar aqui 😭😭,o
1221591851767074818,@g1 É o fim da raça humana.A natureza agora consegue,o
1221591851767074818,@g1 e porq as pessoas nao tem noçao mais e muita gente em pouco tempo,o
1221591851767074818,@g1 Deve ter morrido muito mais gente .,d
1221591851767074818,@g1 Meu Deus..,o
1221591851767074818,@g1 80... mil,o
1221591851767074818,@g1 Qual a fonte dessa informação? A Globo não da pra levar a sério!,d
1221586721302810624,@g1 Amo G1,c
1221586721302810624,"@g1 Ain,  Grammy, Oscar https://t.co/DlcToxc2Su",o
1221586721302810624,"@g1 Se o livro fosse da esposa do Trump, não ganharia.",d
1221586721302810624,@g1 maravilhosa,c
1221586721302810624,@g1 Da vontade né Melanie Trump?,c
1221586721302810624,@g1 https://t.co/YdbnuTufzU,e
1221586721302810624,@g1 Diva. Sempre 1a Dama,c
1221586721302810624,@g1 Esposa de Obama recebe prêmio por ser mulher de Obama,d
1221586721302810624,"@g1 Muié é fodástica: criaram uma categoria só pra ela, onde concorria com ninguém e ainda venceu https://t.co/DOaix3yDOG",d
1221586721302810624,"@g1 E o Cid Moreira? Este sim, deveria vencer um Grammy por audiolivro.",d
1221586721302810624,@g1 É muita lacração...Um áudio livro? Qual a arte disto?Todos os concursos ficaram reféns da ideologia... Esqueceram da arte...,d
1221586721302810624,@g1 A única Michelle que vale a pena ler uma matéria sobre,c
1221586721302810624,@g1 Ex-Primeira Dama dos Estados Unidos é vencedora do Grammy pelo Livro Minha História. Enquanto a falecida Primeira Dama do Brasil ganhou 11 milhões vendendo produtos Avon e tomando chifre do Ex-Presidiário Lula que viajava ao exterior com Rosemary Amante...,o
1221586721302810624,@g1 O livro é muito bem feito. E uma história interessante. Virei fã,c
1221586721302810624,@g1 Ela ganhou um Grammy só por publicar um audiolivro? É isso msm?,d
1221586721302810624,"@g1 Uma primeira-dama de respeito! Inteligente, competente e engajada.",c
1221586721302810624,@g1 Rainha!,c
1221586721302810624,@g1 Merecido,c
1221586721302810624,@g1 @larissaaraujob_,e
1221586721302810624,"@g1 Um dos maiores nomes da história esportiva do mundo faleceu hoje, e a Globo LIXO , me vem com uma manchete lixo dessa ! Vocês são simplesmente uns lixos ! https://t.co/elSmybtKnC",d
1221553037497524225,@g1 😭💦💦,e
1221553037497524225,@g1 Que Deus conforte essa mãe e a família! Tragédia! 😥,c
1221553037497524225,"@g1 Caramba, a família deve estar devastada :(",c
1221553037497524225,"@g1 Lamentável, descansem em paz, muito triste.",c
1221553037497524225,@g1 Q foda,o
1221553037497524225,"@g1 Misericórdia , descanse em paz .",c
1221553037497524225,@g1 Força a esposa e aos familiares,c
1221553037497524225,@g1 Meu Deus que tristeza!,c
1221553037497524225,@g1 quem,d
1221553037497524225,@g1 Muito 😞 triste!,c
1221553037497524225,@g1 💔,e
1221553037497524225,@g1 Imagina a dor da mãe e irmãs nesse momento...😥,c
1221553037497524225,@g1 Ai gente 😥,o
1221553037497524225,@g1 Que merda hein,d
1221553037497524225,"@g1 Muito, muito triste.",c
1221553037497524225,@g1 Só consigo pensar na família.,c
1221553037497524225,@g1 😔,e
1221553037497524225,@g1 RIP 😓😪,e
1221553037497524225,@g1 F,e
1221553037497524225,@g1 Naaaaaaaaaaoooooooo pq meu Deus pq???😭,e
1221553037497524225,@g1 Uma perda terrível para família e para o esporte,c
1221553037497524225,@g1 Triste demais!,c
1221553037497524225,@g1 😔,e
1221553037497524225,@g1 https://t.co/AUjzK1XpiR,e
1221553037497524225,@g1 Que triste. 😞,c
1221546020514955266,@g1 Agora...raciocinando...Se Brumadinho rompeu há um ano em condições ainda não esclarecidas...imaginem a situação das outras barreiras Mineiras...ou alguém aí confia no protocolo de segurança da Vale ? Imaginem como estão vivendo os moradores ao redor dessas barragens??? https://t.co/AlMN0NvnV2,o
1221546020514955266,"@g1 E a cobertura no ES, por que não estão fazendo ?",d
1221546020514955266,@g1 Triste,o
1221546020514955266,@g1 Triste pelas famílias!,c
1221546020514955266,"@g1 Que tragédia, esse começo de ano jamais poderia ser esquecido pelos governantes, que fosse um marco em relação aos cuidados com o meio ambiente, mas serão apenas números, daqui a pouco chega o carnaval e só as famílias e os atingidos se lembrarão.",c
1221546020514955266,@g1 Que dia triste 😢🙏,c
1221546020514955266,@g1 Triste!!!,c
1221546020514955266,"@g1 Mtas forças pra esse povo mineiro maravilhoso.Sofrem tanto como nós cariocas ,por descaso do poder publico, em época de chuvas.",c
1221546020514955266,"@g1 Essa é a prova do que um Estado ausente, comandado por um gestor incompetente pode causar na vida das pessoas.",c
1221546020514955266,@g1 Mais do que o vírus do outro lado do mundo que está alarmando o país. 🤦🏻‍♂️,o
1221546020514955266,@g1 Que triste :(,c
1221546020514955266,@g1 Meus sentimentos ao povo mineiro por tamanha tragédia!Sejam fortes! Deus convosco!,c
1221546020514955266,"@g1 #ripkobe todo mundo ripando o falecimento do astro do basquete, enquanto isso poucos ou ninguém comenta a tragédia que ceifou vidas em Minas e no Espírito Santo. Acorda Brasil.",o
1221546020514955266,@g1 Lamentável,c
1221546020514955266,@g1 Deus conforte os familiares das vítimas. 🙏,c
1221546020514955266,@g1 Muitos triste também! 😭,c
1221545849634713600,@g1 Bts virou dançarino mano ! Kkkk,o
1221545849634713600,@g1 Só tem bosta...,d
1221545849634713600,@g1 avisa que a demi é uma lenda bc,o
1221545849634713600,@g1 Bts virou dançarino mano ! Kkkk,o
1221545849634713600,@g1 Só tem bosta...,d
1221545849634713600,@g1 avisa que a demi é uma lenda bc,c
1221545849634713600,@g1 A Ariana vai ser a estrela da noite G1. https://t.co/r8H0q7MCj5,c
1221545849634713600,@g1 Que merda heim,d
1221545849634713600,@g1 Só porcarias.,d
1221545849634713600,@g1 Cristo pois nesse dia vemos com razão yave tem fé quowm Cristo e muito bom pesei um pouco yave com Cristo tem Jesus Deus e contigo.🇧🇷🇨🇦🇩🇰🇩🇪🇬🇧🇬🇷🇮🇴🇮🇳🇭🇹🇭🇷🇭🇳🇭🇳🇬🇶🇬🇳🇭🇰🇬🇾🇬🇲🇬🇱🇬🇼🇮🇨🇮🇩🇮🇳🇯🇵🇰🇵🇰🇷🇰🇼🇰🇬🇰🇪🇮🇸🇮🇷🇯🇪🇰🇮🇰🇭🇱🇦🇱🇷🇱🇰🇱🇾🇱🇮🇱🇻🇲🇰🇲🇳🇲🇲🇲🇩🇲🇾🇲🇷,o
1221545849634713600,"@g1 Fala da Demi na legenda, mas tem Ariana na foto kkkkkk g1 https://t.co/0UPFYElkzm",d
1221545849634713600,@g1 Ariana ou Lana tem que levar AOTY G1. https://t.co/3oEuylZG3l,c
1221545849634713600,@g1 Ariana e Demi lendas G1 https://t.co/0UPFYElkzm,c
1221545849634713600,@g1 https://t.co/3K5H5NCfLM,e
1221545849634713600,@g1 https://t.co/BbPOntjmq3,e
1221545849634713600,@g1 só artista chato,d
1221545849634713600,@g1 To só pela Camila e a Ally,c
1221545849634713600,"@g1 mesmo sem nenhuma, bts favorito fodase",c
1221545849634713600,@g1 Tá muito fraco esse ano g1. Avisa que Lana vai ser a AOTY winner,d
1221542074001920000,@g1 Perguntei a um inglês que me disse q Reino Unido sempre atravessou batalhas por que não mais uma ? Essa resposta foi genuína me calou,c
1221542074001920000,@g1 Acho q o Reino Unido fvao se fuder legal,d
1221542074001920000,"@g1 Alo galera da UE, cuidado com os dados em roaming. Hahahahaha",d
1221542074001920000,@g1 @XadrezVerbal Agora vai?,c
1221542074001920000,"@g1 Tomara que a França e a Itália sigam o msm caminho o quanto antes. Hitler queria a Alemanha dominando a Europa, hoje a Alemanha a domina, e como sempre o Reino Unido toma o ponto de partida pra acabar com a dominação",c
1221542074001920000,@g1 Unidosss ???,o
1221542074001920000,@g1 Finalmente.,c
1221542074001920000,@g1 Soros deve está chorando no chuveiro,d
1221542074001920000,@g1 Shoooooowwwww,e
1221542074001920000,@g1 Não dou 10 anos para se arrependerem,d
1221542074001920000,@g1 Quando a Inglaterra vai aceitar a Escócia fora do Reino Unido?,o
1221542074001920000,@g1 Para o bem ou para mal o povo britânico  fez sua escolha.,o
1221542074001920000,"@g1 É um país como a moeda muito forte hoje. Porém, a saída da zona do Euro deve causar alguns transtornos inviabilizando alguns negócios.",o
1221542074001920000,@g1 Esse cara nunca penteia o cabelo,o
1221542074001920000,@g1 Assista Brexit o filme...,o
1221542074001920000,@g1 👏🏻👏🏻👏🏻,e
1221542074001920000,@g1 Excelente!,c
1221542074001920000,@g1 Eu juro que olhei rápido e achei que fosse o Trump KKKKK,o
1221538300659367936,@g1 Sumiu o artigo??,o
1221538300659367936,@g1 Tem gente que nem remédio muda. Somente nascendo novamente.,d
1221538300659367936,@g1 Muito interessante,c
1221538300659367936,@g1 Famosa maconha,o
1221538300659367936,@g1 Os meus por exemplo me deixam mais pobre,o
1221538300659367936,@g1 Kero,o
1221538300659367936,@g1 Sendo pra melhor não me importo,c
1221538300659367936,@g1 se for dramin eu ja sou outra pessoa,c
1221538300659367936,"@g1 Experimenta tomar Anafranil por umas 4 semanas... Já assistiu a ""Um Dia de Fúria""?",c
1221538300659367936,@g1 @Analima1402 levessa parada aí.,o
1221538300659367936,@g1 Tô precisando,c
1221538300659367936,@g1 👀🤔,e
1221538300659367936,@g1 ainda bem,c
1221538300659367936,@g1 me ve dois desse,c
1221538300659367936,@g1 Tomara,c
1221538300659367936,@g1 então eu quero,c
1221538300659367936,@g1 DROGAria.,c
1221538300659367936,@g1 Jura?,d
1221538300659367936,@g1 tipo as drogas,c
1221530749599277057,@g1 @SandraCoh Vcs são uns bostas msm!!Q lixo!!!,d
1221530749599277057,"@g1 @SandraCoh Mas no que se refere ao Brasil, está tudo bem, cada um com seus problemas....",d
1221530749599277057,@g1 @SandraCoh É bem a cara deste lixo brasileiro.,c
1221530749599277057,@g1 @SandraCoh já já a globo chama o presidente da India de ditador ou fascista,d
1221530749599277057,@g1 @SandraCoh #globolixo,d
1221530749599277057,@g1 @SandraCoh Deveria ser implantado aqui no sul.,c
1221530749599277057,"@g1 @SandraCoh Alimentar os islâmicos é fomentar o terrorismo, foi assim em todos os países onde eles se infiltraram... A França deveria servir de exemplo...",d
1221530749599277057,@g1 @SandraCoh Eles querem dinheiro  pra falar bem de você Governo de São Paulo libera financiamento de R$ 21 milhões para modernização de rádios.https://t.co/J5hEQLdChl,d
1221530749599277057,@g1 @SandraCoh SABEDORIA @narendramodi e que Deus o proteja.,c
1221530749599277057,@g1 @SandraCoh Muito sensacionalismo...Odeio isso 🤮🤮,d
1221530749599277057,@g1 @SandraCoh Realmente não dá para seguir esse perfil. Eu até tentei,d
1221530749599277057,@g1 @SandraCoh Mt militancia nas redacoes,d
1221530749599277057,@g1 @SandraCoh Campanha:#EsquerdistasSeguemEsquerdistas Inclua seu nome e retwitte@vargastrab,d
1221530749599277057,"@g1 @SandraCoh Kkkkkkkk fizeram uma força pra inventar essa fake news,  heim!",d
1221530749599277057,@g1 @SandraCoh Se atraem!!,o
1221530749599277057,@g1 @SandraCoh Meu Deus... a imprensa virou uma fonte de achismos e fake news,d
1221519424903094274,@g1 Eu li o primeiro e até hoje não durmo direito,o
1221519424903094274,@g1 Que mente será?,o
1221519424903094274,@g1 Pensar em terror está mais fácil do que pensar no amor ... assim caminha a humanidade ! 😰,d
1221519424903094274,@g1 Q bacana...,c
1221519424903094274,"@g1 Ainda bem que ele não é meu primo, a comparação ia correr solta. ""Seu primo já escreveu dois livros nas férias e você só que saber dessa tal de paiN""",o
1221519424903094274,@g1 Ele tem q tomar cuidado com a Julia estudante de letras,o
1221519424903094274,"@g1 Tanta gente que escreve fanfic minha gente, pessoas de 13 anos e etc isso não choca ninguém",c
1221519424903094274,"@g1 Pretendo escrever um ainda com a mesma temática, o q me falta é uma forma de organizar as ideias",c
1221519424903094274,@g1 @temiirune_,e
1221519424903094274,@g1 Voa mlk! Também estou escrevendo meu primeiro livro,c
1221519424903094274,@g1 rei das light novels,c
1221519424903094274,@g1 @brunagigli você ai,o
1221519424903094274,@g1 ele le vagabond entao claramente é um homem de cultura,c
1221519424903094274,@g1 E aqui crio fanfics na mente deitada o dia inteiro,o
1221519424903094274,"@g1 E eu aqui, sem ter deito nem ao menos uma linha do meu TCC. 😅😥😥",o
1221493003652603904,@g1 Alguns machos têm ÓDIO de ver a mulher bem sucedida financeiramente,c
1221493003652603904,"@g1 Acredito que o fato da coesão social incidir de forma menos intesa sobre o homem na manutenção de uma relação heteronormativa, o leve a romper relacionamentos nos quais ele está em condição de subjugação econômica. Para mulher, os custos sociais são maiores.",c
1221493003652603904,@g1 Tô vendo que ninguém aqui leu a reportagem e estão falando coisa da boca pra fora. É tão difícil assim de ler?,c
1221493003652603904,@g1 Acho que a maioria dos homens não aceita que a mulher se dê melhor que eles,c
1221493003652603904,@g1 Pois arrumam um novinho bonito e com mais disposição. 😂,d
1221493003652603904,"@g1 Simples: mulheres são mais compreensíveis em relação à ascensão profissional do marido, suporte em casa, com filhos etc, sendo que a recíproca não é verdadeira. Além de não haver esse suporte, a superioridade no papel financeiro da mulher em casa é atrito em quase 90% dos casos.",c
1221493003652603904,@g1 Pq homens são descartáveis nos atuais relacionamentos líquidos. #mordenetes,d
1221493003652603904,"@g1 Porque são hipergâmicas por natureza!Se relacionam apenas com quem esteja acima dela tanto socialmente, quanto financeiramente.São eternas parasitas",d
1221493003652603904,@g1 Galera tem que parar de achar que casamento tem que ser pra sempre. A beleza do encontro entre as pessoas tbm está em saber quando não seguir mais juntas.,o
1221493003652603904,@g1 Mercado competitivo e dinâmico,o
1221493003652603904,@g1 Tem uma palavrinha mágica para essa pergunta simples:HipergamiaMulheres se relacionam apenas com um homem quando ele está acima dela,d
1221493003652603904,@g1 Isso não tem a ver com gênero. Tem a ver com GRANA!,d
1221493003652603904,"@g1 Independência econômica: o macho enche o saco, ela cai fora.",c
1221493003652603904,@g1 Vai ver que as executivas homens não se casam...,o
1221493003652603904,@g1 Kkk é só comentário imbecíl...,o
1221493003652603904,@g1 porq pegam mais mulher,o
1221493003652603904,@g1 Tem executivas homens??,o
1221493003652603904,"@g1 provavelmente porque macho é bicho fraco, não consegui conviver bem com mulheres muito forte!!!",c
1221493003652603904,"@g1 infelizmente, a culpa é do PT.",o
1221493003652603904,@g1 são + egoístas,d
1221481676074704896,@g1 Mas são bebês porquinhos,o
1221481676074704896,"@g1 O Governo brasileiro é muito bom no econômico, porém uma PIADA na questão ambiental e de saúde.",o
1221481676074704896,"@g1 Esse fdp  vai causar uma merda aqui, sendo que tem.outra merda acontecendo lá  tô até  vendo",o
1221481676074704896,@g1 Essa balbúrdia ein! Vou te falar.,d
1221481676074704896,@g1 @Ju_Stasinski,e
1221481676074704896,@g1 Deus deu o primeiro manual de saúde do mundo em Levíticos 11 e tem gente que não leva a sério hoje as consequências da sopa de morcego https://t.co/9OChz8vq8F,o
1221481676074704896,@g1 https://t.co/j4UmtKwGsq,e
1221481676074704896,@g1 Sopa de morcego uma delícia 😵,d
1221481676074704896,@g1 mds como eles são fofinhos meu pai amado..Olha o morcego albino aaaawnn,d
1221481676074704896,@g1 @maurette79,e
1221481676074704896,@g1 Old que os passivos pisam nos ativos,o
1221481676074704896,@g1 Come mais morcego humanos 🙄,c
1221481676074704896,"@g1 Essa gente tentando salvar o mundo, enquanto o Bolsonazismo diz que nas universidades só se faz balbúrdia...",c
1221481676074704896,@g1 Amanhã vão dizer que Bolsonaro coetou bolsas de pesquisa do Corona Vírus,o
1221481676074704896,@g1 moceguim ti mamain,e
1221462801513730048,"@g1 Se estiver todo mundo morto, vai impactar sim. Tô achando",c
1221462801513730048,@g1 Foda-se a economia mundial!,d
1221462801513730048,@g1 Já deve estar impactando nas grandes cidades na China.,c
1221462801513730048,"@g1 ATIVISTA HOMOSSEXUAL ADMITE PUBLICAMENTE QUE A INTENÇÃO DO MOVIMENTO LGBT É DESTRUIR A FAMÍLIAPostado por Portal BR7 | jan 26, 2020 | Atualidades, Curiosidades, Política",o
1221462801513730048,@g1 Economia em primeiro saúde depois agente vê.,d
1221462801513730048,@g1 Não,d
1221462801513730048,@g1 https://t.co/w1qa9HDkEv NÃO ESTÁ TUDO NORMAL COMO O GOVERNO CHINÊS DIZ,d
1221462801513730048,@g1 É uma tara com essa tal de economia. Daqui a pouco vão relacionar a cobertura sobre os casos de pessoas infectadas com a variação do dólar.,d
1221462801513730048,"@g1 Mas é claro...vai aliviar o SISTEMA DE PREVIDÊNCIA de vários países, principalmente da China onde se aposenta aos 55 e se morre aos 150.",c
1221462801513730048,@g1 E garanto que irão culpar o Bolsonaro pelo impacto econômico.,o
1221462801513730048,"@g1 Claro que vai, manda a próxima...",c
1221462801513730048,@g1 Então ele é o carona vírus,o
1221462801513730048,@g1 https://t.co/Jss2nJfzNv,e
1221462801513730048,@g1 CARACA VÍRUS,o
1221462801513730048,@g1 Se o vírus chegar no Brasil ele se acaba de tanto pagar imposto.,o
1221462801513730048,"@g1 Já chegou na Europa? Até aonde tinha lido ainda eram somente America do Norte, Oceania e Ásia",o
1221462801513730048,@g1 se a economia for um humano sim,o
1221455252525912065,"@g1 Entendo o desespero dela, mas os bombeiros tem muitos chamados urgentes.",d
1221455252525912065,@g1 Na próxima liga pro Batman então,d
